date,site,topic,summary
2026-06-02,TC,Heritage long-reads finished — 8th (Cheesman) line written + all photos; nav rebuilt to 8 peers,"Long session, theme 1.0.428->1.0.434. Task A: in-text ""Notes"" now hyperlink to the collapsible Notes appendix (#lr-notes) via _md2heritage.js + main.js initHeritageNotes, plus a full breadcrumb trail (inc/heritage-breadcrumb.php) replacing the single back-links. Task B: per-line atmosphere depth (base gradient now derives from each line's --blob palette; brighter blobs; lit frosted-glass plate). Task C: restored over-cut migration/geography to the Lakeman (Indies route+why) and Haiste (Atlantic crossing, Aire-valley villages, Dust Bowl, convergence) manuscripts; amended the editorial philosophy. Surfaced all eight family lines as full peers across the family tree, heritage hub, and both menus, renumbered 01-08; created scotland.svg + de.svg, split the composite Docherty flag to pure Irish ie.svg, kept the plain ('simple') menu to 90vh x 100vw, fixed McIver longread's missing colour palette. Ran a family-vs-world balance audit + pass: trimmed Haiste Ch2-4 and Lakeman Ch4 survey-history over-reach, enriched the thin Verboom Ch2 (Sliedrecht dredging world). Wrote the Cheesman long-read — the chosen line, first-person, the 8th and final line — registered as line 01 of 08, with a blob palette + spoke CTA. Added 13 dated Cheesman photos + a 1999 family hero through the chapters, and three photos of Martin to the Lakeman line's Ch10 (father=Martin/Lakeman, dad=Brian/Cheesman). Optimized originals 131MB->~5MB with PIL into assets/img/heritage/<line>/. Established the photo workflow (off-repo originals; heritage photos as theme assets via {line}-images.json; general photos to WP Media; xlsx thumbnail sheet for batch year-tagging). Every line now has an illustrated long-read. Outstanding manual step: Thomas must create the Cheesman 'Story' WP page (slug story, parent The Cheesmans). Next: the Thomas & Melanie pages (likely long-reads), then the converging-families map (Task E). Wrote V0.19."
2026-06-05,TC,"Thomas long-read (""Thomasito"") built end to end + nav + Rycroft flag","Huge session, theme 1.0.434->1.0.445, ten commits. Built Thomas's own first-person life page at /family/thomas (page-thomas.php, ""Thomasito"") from scratch: gathered material across the 8 heritage manuscripts, the site pages, bareyourrare.org (the data-logs FB export only had post text in one LLM-processing table), wove a compilation + an editable timeline, then he filled gaps in Thomas.docx and I generated/rewrote the polished narrative (Thomasito.docx) in his voice via docx-js. Page reuses the /about+/hcs essay chrome + a scoped .thomas-page block: frosted reading plate (radial vignette), candle-flame animated headings + flame brows on subheadings/folds, era eyebrows, collapsible folds, cross-link CTAs, left chapter TOC (initThomasTOC, scroll-spy), hover-to-2x2 expanding gallery on a wide 1350px frosted plate. ~160 photos (his + credited Wikimedia, downloaded via Special:FilePath, credits fetched via the Commons API) optimized with PIL into assets/img/thomas/ (slugs; gallery globs g-*.jpg + caption map; figures by name); cleaned 167MB of originals with git clean; ~70 phone-dump photos placed sight-unseen for him to review/prune. Added a fire/ember WebGL background ONLY on the Thomas page via a new uAccent shader uniform + generic --webgl-tint/--webgl-accent CSS hooks (defaults keep every other page cyan). Put Thomas on the family tree as a new trunk-tier chip (between branches and kid roots, Canada flag) + a desk-menu Contents entry. Fixed the Rycroft flag: was Canada (the destination); the line is Leeds/Yorkshire English with a U.S. Civil War + Hawai'i chapter, so built rycrofts.svg composite (USA upper-left / England lower-right). Corrected /hcs (age 44->45, sledding Jan 2021->2022) and the off-repo Family-Intersection-Bible birth year (1980/81->1980). Privacy held throughout: separation NOT on the public page (co-parents only, married 2 July 2016 stateable), Faith's ADHD trimmed, living-relative names kept load-bearing. Outstanding manual step: Thomas must create the WP page (title Thomas, slug thomas, parent Family) or it 404s. Next: gallery review (pull any unseen dumps), the comments+replies feature (he wants comment-on-comment), Melanie's page (chip joins Thomas on the trunk), retro-links from /about//hcs/Cheesman back to this page, and still-unstarted Task E converging-families map. Wrote V0.20."
2026-06-09,TC,"Kids pages reborn (Faith + Patience long-reads), CopyCatCapybara game, 3-menu system, create-page ability","Huge multi-day session, theme 1.0.445->1.0.493, all pushed (TC auto-push standing now). Wrote Faith and Patience as full illustrated first-person long-reads in the /family/thomas idiom: per-kid coloured WebGL background (--webgl-tint/accent via body:has), candle-flame rotating-gradient h3 headings (@property --p-grad-angle) with a flickering white->dark-blue brow, a left chapter rail (.person-toc, initPersonSpokeTOC, scroll-spy, hidden <=1600px), 1200px column, and an editorial figure system (--full capped 860px+78vh, --big/--left/--right/--small/--center, --pair diptych + --pair-sm 460px, --rounds round-cropped portraits aligned left/centre/right). Content woven from off-repo Q&A docs (Heritage research\{kid}-Questions*.docx) + per-kid photo-story xlsx (Kids-Photo-Stories\); both kids include an open letter; privacy held (no minors romantic life, no ADHD label, no family finances). Shipped Faith CopyCatCapybara clicker (page-capybara.php + capybara.css/js, full-screen tap arena, 4 lengths, server top-tens via new tc-games boards capybara-5/15/30/60), linked on her page + menus. Split the nav into three: desk menu, full-screen plain desktop menu (eyebrow + 4 columns, shimmering kid labels), and a new dedicated mobile accordion (.tc-mobile-menu, wireMobileAccordion). Added tc-portfolio/create-page agent ability (server-side wp_insert_post, bypasses the blocked block editor). Secret Drawer made desktop-only (friendly note on mobile). Sitewide: custom dot/ring cursor + family-tree foil-tilt (initTreeChipFoil) + tc_render_family_links replacing the HCS CTA + docs/SITE-DIRECTORY.md + committed tooling (build-photo-story-xlsx.py, build-writing-prompts.py). SHARP EDGES learned (all in V0.21): the sitewide lightbox wraps content <img> in <a> so flex/align rules must target > * not img; loading=lazy deadlocks zero-area images (use eager); a flat cyan box = an unloaded <img> over the cyan WebGL canvas (check naturalWidth first); PowerShell/sed version bumps add BOM+CRLF (Edit tool only); LiteSpeed caching -> verify with ?cb=N and version image URLs with ?v. CLAUDE.md rule 1 changed: TC commit-and-push now standing-authorized (BYR/GPRS unchanged). Wrote V0.21 handoff. NEXT: Daniel page (last kid, his Q&A not yet filled), re-encode 3 .mov videos to mp4 then wire Patience/Faith video sections, Melanie page (draft id 2470 exists), comments+replies feature, retro-links to /family/thomas, Task E converging map. Last commit acb7bab."
2026-06-09,TC,Daniel page built + voice pass + family word-count census (V0.22),"Continuation same day as the V0.21 kids-pages session. Theme 1.0.493->1.0.500, 7 commits, all pushed. (1) Moved the 5 sk_*.html McIver vital-stats scrapes off-repo into Heritage research (cleaned repo root). (2) Installed ffmpeg via winget; re-encoded Faith 3 .mov->web H.264+faststart and shipped her Home videos section (paw-patrol-live, faith-puddle-jumper, workout-with-mom). (3) Built Daniel-Get-To-Know.xlsx questionnaire (100 Qs, 44/40/16); Thomas filled it. (4) Wrote Daniel long-read page-daniel.php from Daniel-Questions.docx + the xlsx, person-spoke idiom, privacy held. (5) Two new media folders (Photos-3-001 (11)&(12)): built daniel-new-media.xlsx describe-sheet (thumbnails incl HEIC + ffmpeg video poster frames), Thomas captioned; processed 13 photos (HEIC->jpg, optimized) + 6 videos (re-encode), wired into the page with figures + a Daniel-only CSS override (bigger headings, richer rotating GREEN gradient, contrasting cream->amber->red flame brow). Flipped photos theme-hosted->WP Media to match Faith/Patience. (6) Fixes: milk correction (cups/sippy cups not bottle), kid-videos__grid--mixed flex layout (stack 2 landscape clips between 2 portrait), removed 2 dead gallery 404s. (7) Photo-orientation saga: PIL strips EXIF orientation -> rotated phones render sideways; ImageOps.exif_transpose bakes it, but orientation-4/Facebook-Live-Photo tags lie; daniel-and-lucas took several tries, finally verified by eye against the car ceiling lights (Read tool views images), renamed daniel-lucas-upright.jpg. Learned: Windows file tunneling resurrects old created-date on same-name overwrite (use fresh names); WP rotate makes -e copies hardcoded URLs ignore; no WP media-upload MCP ability (videos must be Thomas-uploaded). (8) VOICE PASS: Thomas flagged the prose read too listy because his source answers are abbreviated to conserve energy; he counts on me to unfold into his wandering voice but NOT invent facts (caught 3 fabricated details: headphones-not-door, no wearing-out-Spotify, boxed one winter only). Did a full grounded de-listing rewrite, delivered as editable Daniel-Page-Text.docx (NOT yet applied to the live page - awaiting his edits). His verdict: it sounds good, makes me sorry it ended. (9) Family word-count census: people 17,428 (Thomas 10,379 / Patience 2,478 / Daniel 2,590 / Faith 1,981) + 8 heritage long-reads 40,944 (Docherty 8,330 + McIver 8,170 longest) = ~58,372 words, novel-length. Wrote V0.22 (rolled census in). NEXT (the big pass): apply Daniel edited DOCX, re-voice Faith/Patience same way, build Melanie page (draft id 2470), comments+replies, retro-links to /family/thomas, Task E converging map. Last commit 87a14b9 (V0.22)."
2026-06-11,TC,"Marathon thread: corpus editorial pass, Steinke wall falls 3 generations, tree+pastel systems born (V0.23)","Theme 1.0.500->1.0.511, 11 commits, all pushed. (1) EDITORIAL: 6 parallel reviewer agents read the whole ~58k corpus; full report Editorial-Review-2026-06-10.md; mechanical pass applied at md sources (em-dash -30%, de-bold to first-mention ancestors, research changelog->Notes, 8 shared endings de-duplicated so each line ends on its own image); verified factual fixes (six days not five; Pieter bapt 23 Aug 1783; Rycroft roster; McIver Notes markup). Thomasito -430w (wall confession moved into kids chapter, spark/treasure lands once); Faith 8 fixes. Your-Words-Needed.docx punch list delivered; Thomas annotated it; verdicts applied (Thomasito CH4 retitled Grande Prairie and The Keg, Mustang nested, wedding scene + Tiesto story woven from his notes, mom-the-flagger into Docherty Ch7, Martin/Jim mistaken-identity story into Lakeman Ch10, Faith school section + engine line). Pending HIS passes: Patience/Daniel Page-Text.docx + new Cheesman-Ch7-Cooking-Years.docx (cooking years unfolded from his 2k-word dump; suicide + keep-private items excluded/flagged); Lay-On-Decisions.md records everything to apply at lay-on. (2) FEATURES: kid-gallery photo walls now click-to-open (template defer, zero requests until opened); 28-photo kitchen-years masonry wall on Thomasito CH5 (gilded mat hover); CRITICAL BUG fixed: per-section reveal animated only the FIRST pull-quote per .heritage-line so every later quote on every long-read sat invisible at opacity:0 (voids) - querySelectorAll + per-quote ScrollTriggers. (3) STEINKE BREAKTHROUGH: hunts + Thomas's FamilySearch/FindaGrave night took the thinnest line (1,166w, 'origins unknown') to 5 chapters/2,930w on primary record: Henry Steinke x Martha Mildred GOUCHEY (the biggest gap, solved), grandparents Edward x Augusta Woitt (m. Winnipeg 1892, reg 1892,001370), great-grandparents Michal x Euphrosine Ratz via the 1858 Ossowka akte naming Jerzy & Doroty Steinke + Jakob Ratz x Maryanny Scheffler; 15 children incl 6 lost; Drasna/Volhynia claim retired for central-Poland records; steinkes.svg German/Russian composite flag; Edward+Augusta and Henry-accordion photos placed. Haiste: Ernest's wife = Alice Maud Smith (PROBABLE, Leeds 1903, sibling witnesses); reports saved; Dan-Interview-Questions.docx built for the Papa Dan sit-down. (4) SYSTEMS: HERITAGE TREE born on Steinke Living Line - treeHTML in _md2heritage.js ('tree' key in images.json: generations/couples/carrier/children/facts), 3D chips with pointer tilt + sheen (initHeritageTreeTilt), click-open fact dossiers (initHeritageTreeFacts); THE EIGHT LINE PASTELS approved + applied everywhere line identity appears (hearth gold/heather/sea glass/polder/Delft/Kona/stone/indigo; canonical comment at the long-read --line-color block; hub cards had been mis-coloured since the 8-peer renumbering - fixed; progress rainbow now 8 stops; map spec colours superseded); Steinke = full pilot (stone blobs + first heritage WebGL tint via body:has). (5) RULE: Thomas corrected 'co-parents'->'parents' (they are married, fully partnered, no romance; they PARENT together); purged from 6 Living Lines + chip + reference docs; memory updated. NEXT THREAD HEADLINE: trees x7 in their pastels + 7 blob trios + 7 WebGL pairs (rollout brief in V0.23). Wrote V0.23. Last commit 9d4532b."
2026-06-11,TC,"Descent trees x7 - the tree rollout lands on every lineage (V0.24)","Executed the V0.23 headline in one thread: authored descent-tree blocks for the seven remaining heritage lineages in their off-repo {line}-images.json files, regenerated all seven story bodies via _md2heritage.js, re-derived each blob trio in its approved pastel's family, and added each line's body:has WebGL tint/accent pair. Theme 1.0.511->1.0.518, 7 commits (one per line: d8c8778 Cheesman, d2625cf Docherty, 11b99e8 McIver, f6118ff Lakeman, 6a4c8f5 Verboom, 24411ab Rycroft, d90fd3b Haiste) + ed8ee0a V0.24 docs, all pushed. Trees: Cheesman 4 gens (ms declines a lineage table on purpose, so the tree is the four household generations, name-carrier not blood-carrier); Docherty 9 (John & Mary flagged as the speculative floor, the two unread ScotlandsPeople certificates named as unread); McIver 8 (two-parent-couples row Norman x Henrietta MacAulay beside Campbell x Cameron; confessional-wall kept as geography inference; empty-chair Birse correction on the gen-4 chip); Lakeman 11 (numbered gens start at the 1698 datable entry, speculative Lakenmen live in dossier text); Verboom 9 (mounted on Where-the-Verbooms-meet-the-Lakemans since no Living Line chapter; Hannes stays probable); Rycroft 8 (from the DRAFT ms - its only one; discarded Essex ancestry named as discarded; Eric's born-before-marriage wrinkle kept); Haiste 13 (deepest; Ernest's wife stays UNNAMED - Alice Maud Smith is probable-tier awaiting Thomas's call). All trees end on the same two approved chips (Thomas x Melanie m. 2 July 2016 Calgary, parents-never-co-parents; the kids) - the convergence is the design and the Task E data spine. Palette recipe generalized from Steinke: blobs L~39/57/32 in the pastel hue, tint L~44, accent L~83, computed via HSL script. Verification: per-line word-diff proved the converter idempotent (every diff a pure tree insertion); structural counts across all 8 bodies match authored data; 8 jsons parse; 8 WebGL pairs; tree JS hooks are sitewide. Sharp edges logged in V0.24: converter must run from Heritage research cwd; word-diff is the right regen check; Lakeman json Interlude key mismatch (pre-existing, kicker never renders). No DOCX touched (three still with Thomas). Reminded: LiteSpeed Purge All."
2026-06-11,TC,"High-contrast heritage atmospheres - the Thomasito look in eight colours (1.0.519-520)","Same-day continuation of the trees-x7 session. Thomas reviewed the trees live and directed: lineage pages should look like /family/thomas - vivid line-coloured blobs over near-black, no colour wash above them. Diagnosis: that page's look IS the WebGL canvas (tint #ff5a1f x0.4 noise wash + accent #ffb020 over base #040619); the heritage pages had the same canvas (per-line tinted since 1.0.512-518) hidden under the atmosphere layer's OPAQUE colour-washed base. Shipped 1.0.519 (8ed9af3): atmos base -> background:none so the canvas IS the background; all 8 blob trios + webgl pairs re-derived VIVID (full-chroma pastel derivations). Ran a 3-lens adversarial review workflow pre-commit (cascade/regression, palette math with actual screen-blend arithmetic, design fidelity); applied 4 findings: blob-b capped L~56-58 (brightness 1.12 clipped Cheesman/Rycroft/Verboom highlights to white), Verboom->223deg + Steinke->202deg (washes were 5deg apart), Haiste tint lifted, glass plate saturate 155%->118% (neon over vivid). Accepted as-is: :has() fallback (site-wide pre-existing pattern) and the dual blob-systems/shimmer taste notes. LIVE VERIFICATION via Claude-in-Chrome caught a real latent bug: Cheesman page computed --blob-a = DEFAULT #243a6b - the 'sensible default' .heritage-longread palette block sat AFTER all per-line blocks at equal 0,1,0 specificity on the same element, silently overriding EVERY per-line blob trio (per-line atmospheres likely never rendered as authored; same genre as the 1.0.511 hub-card bug). Fixed in 1.0.520 (7e5ea6a): default block moved above per-line palettes with a why-comment. Verified all 8 long-reads in the browser at ver=1.0.520 (computed styles + screenshots: gold/heather/sea-glass/polder/Delft/Kona/stone/indigo all distinct); clicked LiteSpeed Purge All via the admin bar myself and confirmed guest HTML serves 1.0.520. Taste flag left for Thomas: Verboom + Steinke read moodier (blue luminance physics; stone quiet by design) - small nudge if he wants them lifted. Sharp edges logged in V0.24: equal-specificity default blocks must PRECEDE per-line overrides; verify colours with getComputedStyle on the live page, not screenshots alone (stale ?ver HTML racing the deploy stacked on the cascade bug)."
2026-06-11,TC,"Map P0 pre-seeded (197 lanterns) + family film reels live (1.0.521)","Third arc of the same thread. Thomas greenlit the Lanterns of Record map and settled all five open decisions (/map top-level; Campbell & Cameron own threads; Lakeman Shell hops included; sound off by default; departures flourish adopted) - recorded in CONVERGING-MAP-SPEC.md s15 with a P0 amendment: the workbook is pre-seeded BY the agent, Thomas fills only living-people gaps. SHIPPED 1: family film reels (1af4dc6, 1.0.521) - lite YouTube embeds on the Haiste + Lakeman Living Line chapters for Thomas's two videos from his channel Drifting Splash VIV @DriftingSplash9 (Haiste Family Line From Daniel on., GVPemTqCjf8, 1h11m; The Lakeman Branch of Our Family, T1_9Wto-7WU, 1h27m - channel + IDs verified live in his browser since the YouTube name was NOT in memory; honest about that). Implementation: video key in {line}-images.json -> videoHTML() facade in _md2heritage.js (thumbnail with no-lightbox so the sitewide PhotoSwipe wrap skips it, play badge, line-colour CTA pill, object-fit contain) -> initFilmReels() in main.js swaps in the youtube-nocookie iframe on click; zero YouTube bytes until then. Verified live: facade renders on both pages, click injects the correct player (title/channel/1:11:06 confirmed); actual playback left to Thomas's real click (automated browsers can't decode H.264 - V0.11 rule). LiteSpeed purged via admin bar again; guests confirmed on 1.0.521. SHIPPED 2: map P0 - family-map-data.xlsx in Heritage research, 197 pre-seeded rows mined from the eight manuscripts read earlier in this same thread (confidence tiers + sources carried verbatim; lat/lng a reviewable knowledge pass at ~2 decimals, BLANK where uncertain - Rybitwy, Perley, Badheart, Franklin MB etc; amber rows = TBC/FLAGGED), one-lantern rule for shared events (Sam x Bette, Thomas's birth), Campbell + Cameron as own family threads, Lakeman Shell hops included (Caracas/London/Kuwait/Singapore), plus a GAPS sheet of 12 items routed by owner: Dan's life points (his story is incomplete - the Dan interview feeds it), Melanie's Edmonton years + return-to-GP (Thomas asking her; blank-year rows ready), the Haiste 1900-vs-1907 + Sydney Leeds-vs-prairie flags (await Thomas's call on the hunt report - NOT hardened either way), Ernest's wife kept unnamed. Builder _build_family_map_data.py off-repo. NEXT: Thomas reviews workbook + gaps (non-blocking) -> _xlsx2map.js converter -> P1 static light-table at /map (WP page slug map needed at P1). V0.24 third-arc section records it all."
2026-06-11,TC,"P1 SHIPS - the Lanterns of Record live at /map (1.0.522-523)","Fourth arc of the marathon thread. Thomas said go; the static light-table shipped same-session. PIPELINE: family-map-data.xlsx -> _xlsx2map.py (python, openpyxl - adapted from the spec's _xlsx2map.js name since Node has no dep-free xlsx reader) -> inc/data/family-map.json: 197 events, 180 located, 27 per-person carried-light paths, decade buckets 1610-2030, enum+coordinate validation. ENGINE: page-map.php (slug-bound template) + assets/css/family-map.css (glass HUD over the default indigo WebGL - the spec's after-hours archive) + assets/js/family-map.js: D3 7.8.5 + topojson from cdnjs enqueued ONLY on is_page('map') per the pinball lazy-load convention; world topology self-hosted (assets/data/world-110m.json from world-atlas 2.0.2). Tier->luminosity (verified crisp / living warm / probable soft / inherited flicker, stilled under prefers-reduced-motion); family->colour = the 8 pastels + promoted strands Campbell #74C9AE / Cameron #A8D8E8; great-circle LineString trails; golden-angle spiral de-stacking for same-place lanterns; hover dossier (person/event/year/place/source/tier chip); click->long-read with orphan-vs-hub URL mapping; stacked decade density timeline ('the record-density curve'); honest footer ('180 lanterns lit from 197 documented events - 17 more wait...'). WP page id 3919 created via the tc-portfolio/create-page MCP ability (slug map, top-level). TWO LIVE-CAUGHT FIXES: cdnjs 404s topojson-client - typeof topojson was undefined and the engine guard bailed (empty HUD); swapped to the full topojson/3.0.2 bundle (1.0.523). Verified in-browser end to end: world+graticule render, Alberta convergence blazing, Hawai'i coral cluster, tooltip dossier exact (Eric Jarman Rycroft / birth 1909 / VERIFIED - A PRIMARY RECORD / click->read the chapter), density curve reads as the becoming-visible silhouette. LiteSpeed purged via admin bar; guests on 1.0.523, /map 200. NOT DONE on purpose: no nav links (desk menu is BHAG-tier - propose first); /map is URL-only until Thomas places it. P2 next: time cursor, scrub+Play, ignitions/extinguishings, carried light animating, clarity waves; then P3 ghost tree + convergence + departures zoom + sound toggle. V0.24 fourth-arc section records it."
2026-06-11,TC,"P2 SHIPS - the time machine on /map (1.0.524-525)","Fifth arc of the marathon thread. Thomas: go. Built the master time cursor the spec's three-window invariant hangs on (s3): setYear(y) drives lanterns, trails, graticule, caption, year readout, range input, and the timeline cursor/shade together. PLAY sweeps 1610->2030 at 6yr/s via rAF: lanterns ignite at their year with a kindle pop (CSS keyframe, skipped on scrub + reduced-motion), death-lanterns gutter to a 0.24 ember after six years (s5.3 - Norman George's Villers Station light goes dark in a brightening world), the 27 carried-light trails grow along their great-circles via stroke-dasharray reveal with a glowing head positioned by getPointAtLength (waypoint years interpolated to path distance, s5.4), and clarity-wave rings + per-milestone graticule sharpening + a narrating caption mark the registration spine (1811 NL etat civil, 1837 E&W, 1855 Scotland, 1864 Ireland, 1876 German Empire, prairie vital stats, then 2016 Calgary and the 2017 GP kindling as P2-scale nods to the P3 convergence). The density timeline became the scrubber: pointer drag + a synced input[type=range] for keyboard/AT, a not-yet shade right of the glowing cursor line. Deliberate defaults: page loads fully lit (explore = P1 contract), Play is an invitation not an ambush, explore is default after Play ends (s9); prefers-reduced-motion hides Play and keeps instant scrubbing (s13). TWO LIVE-CAUGHT FIXES (1.0.525): control button labels rendered INVISIBLE - a sitewide button rule paints button text transparent via -webkit-text-fill-color (gradient effect) and text-fill beats color; fixed with text-fill-color: currentColor on the control classes (found by walking computed styles in the live DOM - the winning color rule was mine, the fill was elementlevel); and clamped the rAF frame delta to 100ms because hidden-tab pauses would otherwise teleport decades on return. VERIFIED LIVE in Thomas's browser: scrubbed to 1890 - historically faithful partial world (Europe bright, prairie sparse with only the colony lanterns, Hawaii lit, Brazil's lone 1889 ember, ALBERTA STILL DARK), caption read the 1876 milestone, Play wiring proven via JS click (rAF can't advance in an occluded automated window - the real sweep needs a focused tab, which a real visitor always has). LiteSpeed purged. P3 remains: ghost tree, full convergence sequence, departures zoom, sound toggle, chapter anchors. V0.24 fifth-arc section records it."
2026-06-11,TC,"P3 SHIPS - the Lanterns of Record COMPLETE, spec to live in one session (1.0.526)","Sixth arc. Thomas: go. THE GHOST TREE (spec s3): a 1240x340 SVG band beneath the map - ten branches in family colours (named tops) flowing via cubic beziers into shared warm-white channels, brightening in lockstep with the master cursor (per-family documentation progress = events<=Y/total drives each branch's dasharray reveal; channels reveal across their node-year spans). Documented joins labelled (1888 Earlswood, 1941 Alix, 1959 Sexsmith, 1991 the double wedding, 2016 Calgary); undocumented joins positioned with INTERNAL years only, no date rendered - never-invent holds in the visuals. Cheesman = a long dashed GRAFT onto the trunk (the chosen name). Three root-lanterns at the base, 2013-2015-2017, the children the tree was growing toward (s8.4 inversion). Hidden <=720px per s13. THE CONVERGENCE SETTLE (s8): at Y>=2017.5 the HUD takes .tc-map--home - warm gold border, soft outer hearth-glow, sphere eases warmer over 3s, roots breathe once; scrub back lifts it. Bright then home, no fireworks. THE DEPARTURES ZOOM (s15.6 adopted): Play-only; when a trail's head enters a segment >150px the sphere-clipped .tc-map__world group (new clipPath) leans scale 1.35 toward the departure point (getPointAtLength at the segment start) for ~1.7s, 1.5s bezier transition, one-at-a-time + 7s cooldown, never on scrub/reduced-motion/small screens. SOUND (s10, OFF by default): three synthesized WebAudio cues, zero assets - two-note swell (330/440 sine) coupled to zoomed departures, THE single low 98Hz tone when Norman George's Villers Station lantern gutters (flagged by place regex; fires on the full->ember transition during Play), warm triad (C4-E4-G4) at the 2016 milestone; AudioContext created on the toggle's first click, aria-pressed kept. Verified live in Thomas's browser: tree partial at 1950 (Cheesman graft barely begun, prairie families mid-reveal) and fully resolved at today; captions narrating; controls all working. LiteSpeed purged. Map status: COMPLETE per the spec's four phases, all shipped today - 1.0.522 through 1.0.526. Open: nav placement (desk menu is BHAG - Thomas decides), chapter anchors someday, 17 unlocated lanterns kindle as the workbook fills. V0.24 sixth-arc section records it."
2026-06-11,TC,"Map live review round: three views, the pre-Columbus fix, tighter glow (1.0.527-528)","Seventh arc. Thomas reviewed /map live and called three changes. (1) THREE VIEWS: world / North America / Europe segmented switch - the sphere-clipped .tc-map__world group glides (1.5s bezier) to a region fit computed from a corner-sampled projected bbox (NA -170..-52 x 15..72 keeps Hawaii in frame; Europe -12..24 x 36..62 reaches Larvik and Ossowka); coastlines/graticule/trails stay hairline via vector-effect: non-scaling-stroke; every lantern group carries a translate+scale(1/k) counter-transform so dots stay crisp while same-place spiral stacks NATURALLY DE-CLUMP at higher k (the Alberta blob becomes a readable pastel constellation); clarity-wave radii divide by viewK; departures zoom gated to the world view (two transforms on one group would fight). (2) THE PRE-COLUMBUS BUG, caught by Thomas: lanternState treated year-TBC rows as always-lit, so John & Sandy's undated Calgary row (+ Melanie's TBC Edmonton rows, the Cameron death, the Teepee Creek burials) burned from 1610 - Cheesmans beating Columbus. First fix (family's first dated record) verified WRONG by re-test: Melanie still glowed in 1700 because famFirst[Haiste]=1610. Final rule: an undated record kindles at its PERSON's first dated record (personFirst keyed family|person), family fallback only when the person has none - Melanie waits for her 1983 birth, the burials for Edward & Augusta's own dated years. Verified live: NA at 1700 fully dark; exactly 6 lanterns burn worldwide at 1700 (the four Yorkshire tanner-era Haistes + the 1673 Beemster record + Sijmon Sijmonsz) - precisely who should. (3) GLOW: Thomas asked if dots would look better with no glow at all; recommendation given and shipped - keep the tier=brightness mechanic (a flat dot can't flicker inherited), kill the fog: halos ~30% smaller (verified 10->7 etc), gradient falloff steeper (40% stop at 0.28), cores up; clusters read as candle-points not nebulae; zero-glow remains a 2-line change if he prefers it after seeing this. Both rounds deploy-verified in his browser, LiteSpeed purged each time, guests on 1.0.528. V0.24 seventh-arc section records it."
2026-06-11,TC,"Map review round 2: free zoom, off-map dots root-caused, 50m coast, hub 4-per-row (1.0.529)","Eighth arc. Thomas's feedback batch: hub cards 4/row; dots off the map; map too rustic; wheel-zoom-at-cursor could replace the NA/EU views; a right-side affordance to reach the tree; darker water + land contrast. ALL SHIPPED (4fb39d5). FREE ZOOM: d3.zoom on the svg (wheel at cursor, drag pan, pinch, 1-14x, translateExtent frame-pinned) REPLACES the canned region views per his call; reset-view pill; lanterns counter-scale per zoom event; the departures flourish now drives the same zoomBehavior via d3 transitions and stands down when the visitor holds the camera (k>1.05). OFF-MAP DOTS ROOT-CAUSED, two stacked geometry bugs: (1) de-stack spiral offsets were baked into lantern positions in WORLD units so region scaling multiplied them and pushed island dots into the sea - offset moved INSIDE the counter-scaled lantern group (stays a few SCREEN px at any zoom), true projected point separate; (2) the sphere clipPath rode the world group's own transform (clip-path transforms with the element) letting zoomed trails spill past the globe's edge - clip moved to an unscaled wrapper group, transform on the inner. VERIFIED at k=14: McIver dots sit ON Lewis, South Uist pair on the southern isles, Inishowen dot on Donegal's coast, nothing in open water. RUSTIC LOOK: was the 110m topology - replaced with self-hosted world-atlas land-50m (545KB, lazy-loaded only on /map; 110m deleted); water darkened to #02030A, land lifted to #1A2450 with 0.30-alpha coastline - real contrast now. TREE ACCESS: vertical gold family-tree tab on the map's right edge scroll-brings the ghost tree into view (hidden on mobile). HUB: 8 cards now 4-per-row >=1200px (repeat(4,1fr) - the old auto-fit minmax capped at 3 inside the 1200px max-width); hub widened to 1380px. AUTOMATION GOTCHA logged: Chrome-MCP scroll action bypasses DOM wheel handlers (page scrolled instead of map zooming) - verified the zoom by dispatching real WheelEvents in page context (svg.__zoom hit k=14 at cursor); real mice are captured by d3.zoom normally. Purge-All hover-menu click misfired once onto a page link (navigated away) - redone with a screenshot-confirm between hover and click. Guests on 1.0.529 (map + hub checked). Curiosity: /family/heritage/map/ also resolves to the Map page (WP lenient paths) - harmless, /map/ canonical. V0.24 eighth-arc section records it."
2026-06-11,TC,"Menus: The Next Generation heading + The Map under Heritage (1.0.530)","Ninth arc, small. Thomas's calls: the plain desktop menu's kids column heading 'The kids' -> 'The Next Generation' (the .tc-desk__mobile markup doubles as the plain desktop menu - historical class name; one string change covers it); The Map added to the Heritage section of BOTH the plain menu (arrow-child matching its WP parentage) and the mobile accordion. Thomas reparented the map page under Heritage in wp-admin - /family/heritage/map/ is now canonical, /map/ 301s to it (this retroactively explains the earlier curiosity where /family/heritage/map/ resolved), and the slug-based is_page('map') enqueue is unaffected. DESK-MENU OBJECT PLACEMENT DELIBERATELY NOT TOUCHED - Thomas is still deciding where the map lives on the desk; per CLAUDE.md rule 4 that's plan-first BHAG surface and the ChatGPT brainstorm prompt should be offered when he picks it up. Verified live in fresh HTML (heading string + both links via querySelector), LiteSpeed purged (menu-open confirmed by screenshot before clicking Purge All this time - the previous blind click misfired onto a page link), guests on 1.0.530. V0.24 ninth-arc section records it."
